Date,High,Low,Open,Volume,Close
2011-09-07,34310.39844,33505.19922,33997.30078,287303,30715.64063
2011-09-08,35249.80078,34042,34623.5,385657,31118.17773
2011-09-09,34355.10156,33326.30078,34131.5,305909,30272.7832
2011-09-14,33639.39844,31760.59961,33549.89844,475916,28944.32422
2011-09-15,33326.30078,30642.30078,33102.60156,847646,28380.70508
2011-09-16,33594.69922,31894.80078,32297.40039,774441,29829.93945
2011-09-19,33102.60156,32252.69922,32521.09961,287627,29507.94727
2011-09-20,33907.80078,31984.30078,32431.59961,431721,29870.25586
2011-09-21,34444.60156,33371,33549.89844,356303,30474.10352
2011-09-22,32968.39844,32029,32700,425308,28984.55078
2011-09-23,30865.90039,29523.90039,30373.90039,599940,26891.24609
2011-09-26,30373.90039,27287.30078,30060.69922,719810,25200.47656
2011-09-27,30418.59961,28897.69922,29166.09961,428602,26851.02148
2011-09-28,30597.5,28987.09961,30060.69922,313469,26408.16992
2011-09-29,30239.69922,28763.5,28987.09961,265072,27173.01172
2011-09-30,30373.90039,29747.59961,29971.30078,315924,27213.32813
2011-10-04,29747.59961,27868.80078,28092.5,444494,26569.16602
2011-10-05,29702.90039,27689.90039,28674,513525,25281.01953
2011-10-06,29658.09961,28987.09961,29255.5,311722,26206.85742
2011-10-07,31447.5,29881.80078,30016,445911,27776.86133
2011-10-10,31313.30078,30373.90039,30373.90039,201382,27978.17383
2011-10-11,32252.69922,31313.30078,32029,273166,28179.48438
2011-10-12,31268.5,30687,30865.90039,225550,28058.71289
2011-10-13,32655.30078,31581.69922,31760.59961,407456,28783.33008
2011-10-14,32476.30078,31447.5,31984.30078,238369,28984.55078
2011-10-17,33326.30078,32029,32700,351618,29668.94141
2011-10-18,32431.59961,31581.69922,32073.69922,320471,28904.09961
2011-10-19,32386.90039,31358,32386.90039,246743,28461.24805
2011-10-20,32655.30078,30508.09961,31492.19922,359794,27978.17383
2011-10-21,31894.80078,30865.90039,31671.09961,475543,28702.78711
2011-10-24,33549.89844,32118.5,32207.90039,460684,29709.16992
2011-10-25,34086.69922,32789.5,33013.10156,574097,29789.71289
2011-10-26,34713,32431.59961,32744.69922,512639,30796.0918
2011-10-27,35562.89844,34310.39844,34310.39844,548810,31883.01563
2011-10-28,36189.19922,34310.39844,36055,562148,31883.01563
2011-10-31,35652.39844,34891.89844,35428.69922,248045,31883.01563
2011-11-01,35786.60156,34668.30078,34891.89844,313249,31399.93555
2011-11-02,35160.30078,33549.89844,33907.80078,301616,31319.48047
2011-11-03,34802.5,33549.89844,34802.5,270500,30594.87305
2011-11-04,35115.60156,34489.30078,34757.69922,353584,31279.17188
2011-11-07,35920.80078,34220.89844,34623.5,369099,32044.09375
2011-11-08,35920.80078,35070.89844,35876.10156,172557,31883.01563
2011-11-09,35920.80078,34578.80078,35786.60156,264392,31520.70898
2011-11-10,33863.10156,32834.19922,33818.30078,357235,29548.17188
2011-11-11,33818.30078,32878.89844,33415.69922,219853,30111.79102
2011-11-14,35473.5,33907.80078,33907.80078,328437,31762.24805
2011-11-15,35473.5,34713,34981.39844,208101,31480.47852
2011-11-16,35562.89844,33997.30078,35384,189719,30836.40625
2011-11-17,34534.10156,33371,34086.69922,195435,31037.63477
2011-11-18,33818.30078,33102.60156,33684.10156,222742,30192.24609
2011-11-21,33236.80078,32565.80078,33147.30078,151040,29668.94141
2011-11-22,32923.69922,32207.90039,32207.90039,171376,29588.39844
2011-11-23,32610.5,31358,32565.80078,260517,28501.47656
2011-11-24,31536.90039,30373.90039,31536.90039,481899,27656.08789
2011-11-25,30821.19922,30150.19922,30239.69922,199287,27575.63672
2011-11-28,31492.19922,31044.90039,31223.80078,133348,28058.71289
2011-11-29,32476.30078,31402.69922,31581.69922,304058,29105.31836
2011-11-30,32386.90039,31447.5,32163.19922,170782,28501.47656
2011-12-01,34176.19922,32655.30078,32923.69922,574841,30232.5625
2011-12-02,34220.89844,33549.89844,33549.89844,207274,30554.55273
2011-12-05,34086.69922,33281.5,33997.30078,169277,30474.10352
2011-12-06,33684.10156,32565.80078,33549.89844,222569,29709.16992
2011-12-07,33549.89844,32834.19922,33057.89844,209335,29991.02344
2011-12-08,33728.89844,32744.69922,33460.5,242835,29668.94141
2011-12-09,32476.30078,31939.5,32476.30078,212559,28984.55078
2011-12-12,33192.10156,32476.30078,32923.69922,161277,29507.94727
2011-12-13,32476.30078,31805.30078,32431.59961,174128,28823.55664
2011-12-14,32073.69922,31492.19922,31581.69922,141376,28702.78711
2011-12-15,31671.09961,30508.09961,31447.5,292232,27857.4043
2011-12-16,31134.30078,30284.40039,30776.5,249131,27897.62891
2011-12-19,33013.10156,29523.90039,30642.30078,742700,26971.79102
2011-12-20,30508.09961,29702.90039,30150.19922,212197,27052.24219
2011-12-21,30955.40039,30418.59961,30776.5,250340,27575.63672
2011-12-22,30910.69922,30373.90039,30687,99937,27454.86719
2011-12-23,31358,30642.30078,30776.5,179247,27776.86133
2011-12-26,31134.30078,30597.5,31134.30078,91962,27575.63672
2011-12-27,31000.09961,29971.30078,30597.5,186043,27092.55664
2011-12-28,30150.19922,29345,29613.40039,295369,27299.29883
2011-12-29,29658.09961,29076.59961,29523.90039,340583,27094.93359
2012-01-02,29792.30078,29121.30078,29568.69922,138379,27013.25781
2012-01-03,30373.90039,29702.90039,29702.90039,395356,27503.66602
2012-01-04,30597.5,30016,30329.09961,205986,27421.90234
2012-01-05,30552.80078,30016,30060.69922,164905,27503.66602
2012-01-06,30105.5,29210.80078,30060.69922,253927,27054.0957
2012-01-09,29613.40039,29121.30078,29613.40039,189645,26686.29102
2012-01-10,29971.30078,29300.30078,29300.30078,215936,27217.53711
2012-01-11,30016,29523.90039,29881.80078,186917,27135.86133
2012-01-12,30865.90039,29747.59961,29837.09961,412085,27953.14844
2012-01-13,30865.90039,30284.40039,30597.5,205185,28116.67773
2012-01-16,30552.80078,30060.69922,30418.59961,241231,27912.3125
2012-01-17,31492.19922,30821.19922,30910.69922,493559,28525.32227
2012-01-18,31715.90039,31134.30078,31402.69922,326237,28770.52344
2012-01-19,32073.69922,31447.5,31894.80078,295649,29015.72656
2012-01-20,32118.5,31313.30078,31760.59961,363294,29260.93164
2012-01-25,32163.19922,30910.69922,32163.19922,716843,28525.32227
2012-01-26,32834.19922,31134.30078,31358,1116400,29587.90234
2012-01-27,32878.89844,32163.19922,32386.90039,317541,29628.73633
2012-01-30,32655.30078,31939.5,32252.69922,430378,29383.53125
2012-01-31,32700,31939.5,32029,390382,29710.50391
2012-02-01,34444.60156,32297.40039,32610.5,744428,30977.35742
2012-02-02,35428.69922,34444.60156,34847.19922,609313,31549.5293
2012-02-03,34981.39844,33907.80078,34220.89844,348561,31712.97266
2012-02-06,33594.69922,32163.19922,32610.5,4313070,30241.74805
2012-02-07,33773.60156,32521.09961,33192.10156,930471,30364.34961
2012-02-08,34131.5,33326.30078,33415.69922,584058,30813.91602
2012-02-09,35876.10156,33236.80078,33594.69922,1053517,32203.38281
2012-02-10,36233.89844,34399.89844,35741.89844,685363,31753.81055
2012-02-13,35339.30078,34310.39844,34847.19922,219114,31794.72852
2012-02-14,35070.89844,33997.30078,34534.10156,385921,31672.13281
2012-02-15,35070.89844,33639.39844,34399.89844,467229,31222.56445
2012-02-16,33773.60156,32700,33594.69922,625621,30405.18555
2012-02-17,33818.30078,32655.30078,33594.69922,616792,30241.74805
2012-02-20,34131.5,33281.5,33728.89844,461155,30732.15039
2012-02-21,33818.30078,32431.59961,33371,598945,29914.77539
2012-02-22,33326.30078,32521.09961,32968.39844,262786,29914.77539
2012-02-23,33192.10156,32521.09961,32968.39844,251738,30119.14453
2012-02-24,32968.39844,32968.39844,32968.39844,0,30119.14453
2012-02-27,33371,31984.30078,33371,260495,29751.33984
2012-02-28,32565.80078,31402.69922,32252.69922,490168,29138.33008
2012-02-29,32476.30078,31402.69922,31984.30078,620114,28893.125
2012-03-02,32565.80078,31715.90039,31894.80078,303096,29506.13477
2012-03-05,32207.90039,30955.40039,32118.5,422261,28729.6875
2012-03-06,31492.19922,30373.90039,31447.5,750680,28034.91406
2012-03-07,30642.30078,30150.19922,30329.09961,268719,27994.07617
2012-03-08,31447.5,30463.30078,30642.30078,418109,28607.08789
2012-03-09,31581.69922,30776.5,31581.69922,293688,28402.7207
2012-03-12,31179.09961,30552.80078,31179.09961,173586,28034.91406
2012-03-13,31223.80078,30597.5,30597.5,222609,28402.7207
2012-03-14,31671.09961,31402.69922,31447.5,281536,28729.6875
2012-03-15,31492.19922,30731.69922,31402.69922,290370,28198.35352
2012-03-16,31179.09961,30821.19922,30821.19922,153663,28443.55664
2012-03-19,31358,30910.69922,31179.09961,183065,28443.55664
2012-03-20,31223.80078,30687,31134.30078,140314,28280.11914
2012-03-21,30865.90039,30418.59961,30642.30078,252947,27953.14844
2012-03-22,30552.80078,29837.09961,30418.59961,254268,27626.26953
2012-03-23,30508.09961,29971.30078,30060.69922,215178,27667.10938
2012-03-26,30463.30078,29881.80078,30284.40039,145282,27462.74023
2012-03-27,30418.59961,29792.30078,30239.69922,217268,27462.74023
2012-03-28,30060.69922,29568.69922,29837.09961,165114,27258.46484
2012-03-29,29792.30078,29121.30078,29613.40039,268490,26931.49414
2012-03-30,29568.69922,28808.19922,29076.59961,368736,26604.52539
2012-04-02,29926.5,29210.80078,29210.80078,254616,27217.53711
2012-04-03,30150.19922,29792.30078,29926.5,194606,27299.29883
2012-04-04,30105.5,28808.19922,29837.09961,379303,26645.45313
2012-04-05,28942.40039,28226.69922,28674,494836,25991.51563
2012-04-06,28942.40039,28271.40039,28495.09961,272660,26073.28125
2012-04-09,28450.30078,27376.69922,28450.30078,313077,25296.83398
2012-04-10,28137.19922,27510.90039,27510.90039,286231,25296.83398
2012-04-12,27824.09961,27510.90039,27689.90039,168396,25296.83398
2012-04-13,28539.80078,27958.30078,28047.69922,433699,26032.44336
2012-04-16,28808.19922,28047.69922,28271.40039,163136,26073.28125
2012-04-17,29031.90039,28360.90039,28808.19922,206966,26073.28125
2012-04-18,28987.09961,28360.90039,28897.69922,129450,25950.67969
2012-04-19,28360.90039,27689.90039,28271.40039,194583,25419.43359
2012-04-20,27868.80078,26974.09961,27645.09961,384745,25337.66992
2012-04-23,27824.09961,27332,27332,131994,25378.50977
2012-04-24,27734.59961,27332,27510.90039,147205,25051.62891
2012-04-25,27555.69922,26839.90039,27555.69922,244340,24765.49805
2012-04-26,27242.5,26482.09961,26929.40039,307706,24234.25586
2012-04-27,26795.19922,26347.90039,26571.5,159504,24397.68945
2012-04-30,26705.69922,25855.80078,26616.30078,401306,23703.00977
2012-05-02,27153.09961,25766.30078,25900.5,322210,24479.45508
2012-05-03,27376.69922,26750.5,26839.90039,148430,24888.09766
2012-05-04,27466.19922,27108.30078,27242.5,155042,24969.86523
2012-05-07,26839.90039,26482.09961,26750.5,209723,24438.62109
2012-05-08,26795.19922,26437.30078,26750.5,201461,24356.85547
2012-05-09,27063.59961,26124.19922,26571.5,244812,23989.04883
2012-05-10,26347.90039,25855.80078,26034.69922,162209,23743.8457
2012-05-11,26079.5,25721.59961,25990,242551,23662.08203
2012-05-14,25900.5,25005.90039,25900.5,257571,23171.67188
2012-05-15,25095.30078,24245.40039,24871.69922,387390,22476.98828
2012-05-16,24737.5,24021.80078,24245.40039,212471,22231.78516
2012-05-17,25184.80078,24290.19922,24379.59961,264752,22395.22266
2012-05-18,24021.80078,23529.69922,24021.80078,294354,21741.37695
2012-05-21,24021.80078,23127.09961,23887.59961,265214,21577.9375
2012-05-22,24692.80078,23798.09961,23887.59961,306160,22517.82422
2012-05-23,24648,23887.59961,24648,186126,22231.78516
2012-05-24,26213.69922,25050.59961,25766.30078,733419,23130.83594
2012-05-25,25945.30078,25050.59961,25766.30078,302166,22926.46875
2012-05-29,25497.90039,24826.90039,25140.09961,254500,23294.27734
2012-05-30,25497.90039,24916.40039,25497.90039,205370,23212.59961
2012-05-31,25184.80078,24737.5,24871.69922,250599,23008.23438
2012-06-01,26079.5,25274.30078,25676.90039,387590,23130.83594
2012-06-04,24513.80078,23529.69922,24156,383731,21945.74609
2012-06-05,24334.90039,23798.09961,24156,162778,22027.41406
2012-06-07,24692.80078,24021.80078,24558.59961,311837,22190.94727
2012-06-08,24513.80078,24111.19922,24334.90039,127437,22190.94727
2012-06-11,25184.80078,24603.30078,24648,271150,22844.79492
2012-06-12,24961.09961,24513.80078,24603.30078,120514,22722.19336
2012-06-13,25408.5,24737.5,25095.30078,185018,23090
2012-06-14,25811.09961,25005.90039,25050.59961,459787,23539.48047
2012-06-15,25945.30078,25363.69922,25587.40039,274725,23703.00977
2012-06-18,26347.90039,25900.5,26213.69922,229470,23743.8457
2012-06-19,26258.40039,25632.09961,25676.90039,177148,23784.68164
2012-06-20,26303.09961,25900.5,26303.09961,122923,23825.60938
2012-06-21,26303.09961,25811.09961,25990,133732,23907.28516
2012-06-22,25811.09961,25319,25632.09961,164845,23580.4043
2012-06-25,25811.09961,25184.80078,25319,125183,23253.4375
2012-06-26,25274.30078,24916.40039,25229.5,209657,22967.39648
2012-06-27,25095.30078,24648,25050.59961,133475,22844.79492
2012-06-28,25184.80078,24156,25005.90039,142477,22436.1543
2012-06-29,25184.80078,24200.69922,24245.40039,140463,23008.23438
2012-07-02,25632.09961,24916.40039,25363.69922,218586,23376.03906
2012-07-03,26213.69922,25408.5,25408.5,269072,23784.68164
2012-07-04,26213.69922,25676.90039,26034.69922,118131,23703.00977
2012-07-05,26303.09961,25676.90039,25721.59961,225017,23743.8457
2012-07-06,26079.5,25363.69922,25900.5,128652,23376.03906
2012-07-09,25363.69922,24916.40039,25363.69922,166115,23049.07227
2012-07-10,25229.5,24782.19922,25229.5,148778,22844.79492
2012-07-11,24916.40039,24424.30078,24916.40039,244566,22640.42383
2012-07-12,24916.40039,24245.40039,24782.19922,174854,22150.01953
2012-07-13,24424.30078,23932.30078,24290.19922,163798,22231.78516
2012-07-16,24513.80078,24021.80078,24424.30078,104716,22150.01953
2012-07-17,24737.5,23440.19922,23887.59961,217893,22313.45898
2012-07-18,24737.5,24290.19922,24424.30078,154931,22190.94727
2012-07-19,24692.80078,24379.59961,24692.80078,153008,22395.22266
2012-07-20,24648,24334.90039,24513.80078,82880,22476.98828
2012-07-23,24603.30078,23932.30078,24603.30078,121576,22150.01953
2012-07-24,24200.69922,23619.19922,24200.69922,160664,21945.74609
2012-07-25,23887.59961,23350.80078,23708.59961,98478,21741.37695
2012-07-26,24290.19922,23529.69922,23529.69922,114718,22150.01953
2012-07-27,24826.90039,24379.59961,24692.80078,158498,22558.75781
2012-07-30,25229.5,24826.90039,24961.09961,142822,22844.79492
2012-07-31,25990,25140.09961,25319,368764,23662.08203
2012-08-01,26034.69922,25497.90039,25497.90039,138930,23662.08203
2012-08-02,26392.59961,25811.09961,25855.80078,229806,23662.08203
2012-08-03,26079.5,25408.5,25676.90039,114804,23743.8457
2012-08-06,26482.09961,26079.5,26303.09961,169336,23907.28516
2012-08-07,26303.09961,26079.5,26303.09961,115213,23948.20898
2012-08-08,26661,26213.69922,26258.40039,333660,24193.41406
2012-08-09,27466.19922,26526.80078,26616.30078,472433,24724.6582
2012-08-10,27734.59961,27197.80078,27287.30078,309020,25255.90234
2012-08-13,27689.90039,27153.09961,27689.90039,145469,25010.69922
2012-08-14,27645.09961,27242.5,27510.90039,222781,25255.90234
2012-08-16,27645.09961,26258.40039,27287.30078,712753,24602.05859
2012-08-17,27287.30078,26571.5,26884.69922,352464,24929.02734
2012-08-20,28003,27108.30078,27376.69922,322911,25337.66992
2012-08-21,27868.80078,27466.19922,27868.80078,192456,25296.83398
2012-08-22,27824.09961,27421.5,27734.59961,179497,25255.90234
2012-08-23,28271.40039,27689.90039,27734.59961,337273,25664.64063
2012-08-24,28316.09961,27689.90039,27868.80078,279324,25542.03711
2012-08-27,28495.09961,27913.5,28003,181981,25746.3125
2012-08-28,28360.90039,28003,28181.90039,161843,25623.71094
2012-08-29,29300.30078,28092.5,28137.19922,530582,26400.25
2012-08-30,29613.40039,28495.09961,28718.69922,566277,26808.89258
2012-08-31,29881.80078,29121.30078,29658.09961,522406,26931.49414
2012-09-03,29747.59961,29031.90039,29658.09961,264462,26727.12891
2012-09-04,29658.09961,28987.09961,29076.59961,239521,26931.49414
2012-09-05,30418.59961,29434.5,29523.90039,739097,27503.66602
2012-09-06,30463.30078,29747.59961,30016,446654,27503.66602
2012-09-07,30329.09961,28942.40039,29881.80078,663918,27503.66602
2012-09-10,30105.5,29121.30078,30105.5,357214,26849.73047
2012-09-11,29255.5,28539.80078,29255.5,352113,26400.25
2012-09-12,30329.09961,28852.90039,28852.90039,400022,27462.74023
2012-09-13,31179.09961,30060.69922,30373.90039,729123,27789.71094
2012-09-14,31939.5,31089.59961,31760.59961,714820,28770.52344
2012-09-17,32163.19922,31223.80078,31671.09961,553394,29138.33008
2012-09-18,31939.5,31313.30078,31939.5,175918,28893.125
2012-09-19,32207.90039,31179.09961,31581.69922,230216,29260.93164
2012-09-20,32118.5,31671.09961,31760.59961,154509,29015.72656
2012-09-21,32118.5,31358,31939.5,231349,28852.28711
2012-09-24,31402.69922,30552.80078,31223.80078,284059,28402.7207
2012-09-25,31179.09961,30418.59961,30508.09961,184265,27830.54688
2012-09-26,30463.30078,29837.09961,30016,225890,27667.10938
2012-09-27,30776.5,29658.09961,29702.90039,218964,27707.94336
2012-09-28,31358,30463.30078,30463.30078,257270,28320.95313
2012-10-02,31447.5,30508.09961,30597.5,139244,27912.3125
2012-10-04,31044.90039,29702.90039,30552.80078,323972,27421.90234
2012-10-05,30731.69922,29658.09961,30016,380696,27789.71094
2012-10-08,30418.59961,29121.30078,30284.40039,378225,27381.06641
2012-10-09,29971.30078,29121.30078,29971.30078,405103,27054.0957
2012-10-10,29792.30078,29121.30078,29121.30078,167364,26808.89258
2012-10-11,29881.80078,28987.09961,29345,204795,26563.6875
2012-10-12,29345,28092.5,29121.30078,376611,26073.28125
2012-10-15,28495.09961,27824.09961,28271.40039,198638,25746.3125
2012-10-16,28629.30078,27958.30078,28405.59961,198696,25828.07813
2012-10-17,29747.59961,28360.90039,28360.90039,308032,26972.33398
2012-10-18,29792.30078,29345,29702.90039,128869,27094.93359
2012-10-19,29926.5,29345,29658.09961,98923,27094.93359
2012-10-22,29210.80078,28539.80078,28718.69922,244727,26645.45313
2012-10-23,28987.09961,28360.90039,28897.69922,230058,26318.48633
2012-10-24,28584.5,27600.40039,28316.09961,276584,25705.47461
2012-10-25,28450.30078,27958.30078,28003,136254,25868.91211
2012-10-26,28405.59961,27466.19922,28271.40039,221481,25501.11133
2012-10-29,28181.90039,27421.5,27913.5,152686,25419.43359
2012-10-30,28539.80078,27555.69922,27734.59961,112642,25378.50977
2012-10-31,28092.5,27600.40039,28092.5,152369,25460.27148
2012-11-01,27913.5,27153.09961,27645.09961,215380,25174.23242
2012-11-02,28405.59961,27510.90039,27734.59961,236894,25909.84375
2012-11-05,28539.80078,27958.30078,28360.90039,83217,25787.24219
2012-11-06,29479.19922,28047.69922,28092.5,269484,26727.12891
2012-11-07,29747.59961,29255.5,29255.5,175608,27054.0957
2012-11-08,29434.5,28763.5,28808.19922,177983,26645.45313
2012-11-09,29792.30078,28271.40039,29210.80078,223456,26768.05469
2012-11-12,30016,29300.30078,29479.19922,206881,27054.0957
2012-11-13,29837.09961,29300.30078,29613.40039,240398,27094.93359
2012-11-14,30016,28808.19922,30016,195322,26727.12891
2012-11-15,29568.69922,28360.90039,28897.69922,119845,26686.29102
2012-11-16,29389.69922,28495.09961,28808.19922,111382,26318.48633
2012-11-19,29076.59961,28539.80078,28897.69922,71503,26277.64844
2012-11-20,29345,28808.19922,29076.59961,87718,26727.12891
2012-11-21,29255.5,28181.90039,29255.5,204481,26032.44336
2012-11-22,28718.69922,27645.09961,28539.80078,273886,25746.3125
2012-11-23,28181.90039,27868.80078,27868.80078,101989,25746.3125
2012-11-26,28360.90039,27779.30078,28271.40039,93304,25787.24219
2012-11-27,28674,28092.5,28226.69922,204741,25705.47461
2012-11-28,28360.90039,27332,28316.09961,306504,25296.83398
2012-11-29,28539.80078,27824.09961,27824.09961,324053,25746.3125
2012-11-30,28495.09961,27779.30078,28003,157406,26032.44336
2012-12-03,28450.30078,28137.19922,28181.90039,207546,25950.67969
2012-12-04,28584.5,28092.5,28137.19922,107683,25991.51563
2012-12-05,28763.5,28316.09961,28316.09961,118024,26032.44336
2012-12-06,29166.09961,28405.59961,28405.59961,173820,26481.92383
2012-12-07,29300.30078,28763.5,28987.09961,161600,26563.6875
2012-12-10,29837.09961,28942.40039,29076.59961,231674,26849.73047
2012-12-11,30418.59961,29389.69922,29523.90039,382001,27667.10938
2012-12-12,31581.69922,30150.19922,30910.69922,379815,27953.14844
2012-12-13,31179.09961,30463.30078,30463.30078,242309,28280.11914
2012-12-14,31000.09961,30508.09961,30597.5,138313,28034.91406
2012-12-17,31134.30078,30418.59961,30597.5,166237,27994.07617
2012-12-18,31581.69922,30910.69922,30955.40039,282278,28566.1582
2012-12-20,32029,31000.09961,31447.5,247882,28484.48242
2012-12-21,31581.69922,30597.5,31179.09961,231477,28361.88086
2012-12-24,31223.80078,30329.09961,31223.80078,175083,27994.07617
2012-12-26,31089.59961,30463.30078,30687,174112,28075.74805
2012-12-27,31000.09961,30373.90039,30552.80078,117975,28575.94727
2012-12-28,30821.19922,30329.09961,30821.19922,128422,28368.54492
2013-01-02,31358,30597.5,30731.69922,148399,28741.81445
2013-01-03,31894.80078,31134.30078,31402.69922,245557,28949.2207
2013-01-04,31850.09961,31179.09961,31223.80078,162654,29073.64063
2013-01-07,31581.69922,30776.5,31358,130363,28783.35156
2013-01-08,31044.90039,30463.30078,30821.19922,233076,28410.08008
2013-01-09,30597.5,29613.40039,30463.30078,386746,27704.97852
2013-01-10,30060.69922,29702.90039,29926.5,151755,27704.97852
2013-01-11,30060.69922,29479.19922,29926.5,153858,27580.55273
2013-01-14,29792.30078,29255.5,29523.90039,93106,27539.11133
2013-01-15,30194.90039,29523.90039,29658.09961,147413,27414.68555
2013-01-16,30194.90039,29479.19922,29568.69922,128074,27622.00195
2013-01-17,29881.80078,29434.5,29881.80078,127748,27580.55273
2013-01-18,30060.69922,29747.59961,29792.30078,134837,27704.97852
2013-01-21,29926.5,29613.40039,29881.80078,131588,27704.97852
2013-01-22,30016,29479.19922,30016,148767,27414.68555
2013-01-23,29747.59961,29434.5,29434.5,109319,27373.1543
2013-01-24,29434.5,28808.19922,29389.69922,157468,27165.83984
2013-01-25,29389.69922,28718.69922,29389.69922,106201,26999.88086
2013-01-28,29345,28942.40039,29300.30078,83696,27207.28516
2013-01-29,29658.09961,29300.30078,29345,100056,27456.13086
2013-01-30,29702.90039,29389.69922,29479.19922,92849,27456.13086
2013-01-31,30239.69922,29434.5,29926.5,179882,27746.42383
2013-02-01,29926.5,29434.5,29702.90039,106127,27497.57617
2013-02-04,30105.5,29479.19922,29568.69922,159345,27704.97852
2013-02-05,29792.30078,29076.59961,29613.40039,204006,27290.26367
2013-02-06,29523.90039,28897.69922,29479.19922,111565,27082.86133
2013-02-07,29345,28852.90039,28852.90039,90565,26999.88086
2013-02-08,29702.90039,28539.80078,28987.09961,225733,27331.70703
2013-02-12,29568.69922,29076.59961,29210.80078,66422,27248.72852
2013-02-13,29792.30078,29255.5,29255.5,115127,27580.55273
2013-02-14,29837.09961,29345,29747.59961,117071,27414.68555
2013-02-15,30105.5,29613.40039,29613.40039,134628,27829.4043
2013-02-18,30194.90039,29658.09961,30194.90039,114286,27580.55273
2013-02-19,30105.5,29747.59961,29792.30078,92059,27870.84766
2013-02-20,30418.59961,29971.30078,30239.69922,164491,28078.25391
2013-02-21,30418.59961,29971.30078,30284.40039,121316,27995.27148
2013-02-22,30508.09961,29881.80078,30239.69922,184354,27953.82813
2013-02-25,30687,29971.30078,30105.5,227804,28451.52539
2013-02-26,31000.09961,30105.5,30597.5,278830,28658.92773
2013-02-27,30955.40039,30373.90039,30955.40039,190166,28617.39258
2013-02-28,31447.5,30597.5,31402.69922,314447,28949.2207
2013-03-04,31402.69922,31044.90039,31268.5,216122,28907.77344
2013-03-05,31358,31089.59961,31223.80078,122847,28824.79688
2013-03-06,31313.30078,30776.5,31268.5,164391,28783.35156
2013-03-07,31358,31000.09961,31089.59961,189626,28783.35156
2013-03-08,31581.69922,30955.40039,31044.90039,133542,28866.24023
2013-03-11,31313.30078,30821.19922,31179.09961,120988,28866.24023
2013-03-12,31313.30078,30821.19922,31313.30078,103787,28783.35156
2013-03-13,31044.90039,30552.80078,30865.90039,131390,28534.50391
2013-03-14,31223.80078,30731.69922,30865.90039,152828,28658.92773
2013-03-15,31626.40039,30508.09961,31179.09961,435135,28285.65625
2013-03-18,30597.5,30060.69922,30463.30078,161752,28368.54492
2013-03-19,30552.80078,30239.69922,30418.59961,180337,28327.10156
2013-03-20,30508.09961,30060.69922,30284.40039,136216,28119.69531
2013-03-21,30642.30078,30016,30329.09961,121391,27953.82813
2013-03-22,30284.40039,29792.30078,30150.19922,111592,27829.4043
2013-03-25,30373.90039,29702.90039,30105.5,185830,27746.42383
2013-03-26,29881.80078,29613.40039,29792.30078,187338,27580.55273
2013-03-27,30194.90039,29568.69922,29747.59961,169214,27870.84766
2013-03-28,30194.90039,29747.59961,30194.90039,130734,27912.38281
2013-03-29,30418.59961,30060.69922,30105.5,129241,27995.27148
2013-04-01,30194.90039,29881.80078,30150.19922,103203,27912.38281
2013-04-02,30642.30078,29434.5,30150.19922,338841,28078.25391
2013-04-03,30552.80078,29747.59961,30284.40039,179284,27746.42383
2013-04-04,29926.5,29345,29702.90039,195037,27539.11133
2013-04-05,29658.09961,28852.90039,29568.69922,191595,27082.86133
2013-04-08,29210.80078,28539.80078,29210.80078,176748,26875.45703
2013-04-09,29031.90039,28316.09961,28897.69922,123255,26668.14648
2013-04-10,29523.90039,28942.40039,29300.30078,242682,27373.1543
2013-04-11,29613.40039,28852.90039,29613.40039,122198,27165.83984
2013-04-12,29479.19922,28808.19922,29389.69922,151842,26999.88086
2013-04-15,29076.59961,28271.40039,28808.19922,224883,26626.60742
2013-04-16,28405.59961,27645.09961,28271.40039,354944,26253.33594
2013-04-17,28181.90039,26974.09961,28047.69922,432853,25548.33203
2013-04-18,27645.09961,27153.09961,27466.19922,160150,25465.35156
2013-04-19,27868.80078,27197.80078,27287.30078,132754,25838.62305
2013-04-22,27958.30078,27510.90039,27645.09961,117561,25755.64453
2013-04-23,27734.59961,27421.5,27600.40039,106506,25672.75586
2013-04-24,28405.59961,27555.69922,27734.59961,209813,26336.31836
2013-04-25,28674,28226.69922,28450.30078,149845,26419.29688
2013-04-26,28629.30078,28092.5,28316.09961,105852,26128.91406
2013-04-29,28092.5,27779.30078,28047.69922,114360,25963.04688
2013-04-30,28450.30078,27913.5,27913.5,219803,25880.06836
2013-05-02,28092.5,27555.69922,27779.30078,146958,25714.19922
2013-05-03,28047.69922,27779.30078,27868.80078,79606,25880.06836
2013-05-06,28718.69922,27913.5,28003,174633,26170.45117
2013-05-07,28539.80078,28181.90039,28226.69922,113054,26211.89453
2013-05-08,28450.30078,28226.69922,28360.90039,108016,26336.31836
2013-05-09,29255.5,28450.30078,28495.09961,268050,26792.56836
2013-05-10,29210.80078,28450.30078,28808.19922,162604,26502.18555
2013-05-13,28852.90039,28539.80078,28584.5,65691,26502.18555
2013-05-14,29345,28539.80078,28584.5,117472,26834.01367
2013-05-15,29345,28897.69922,29166.09961,111660,26792.56836
2013-05-16,29300.30078,29031.90039,29121.30078,109117,26999.88086
2013-05-20,29345,28987.09961,29121.30078,105114,26999.88086
2013-05-21,29613.40039,29076.59961,29255.5,129509,26958.43555
2013-05-22,29255.5,28629.30078,29121.30078,172067,26709.58984
